ARIMA_1Day,ARIMA_5Day,ARIMA_10Day
331.6843461296994,331.6843461296994,331.6843461296994
,333.05797540976124,333.05797540976124
,333.69533231792803,333.69533231792803
,332.9915645486347,332.9915645486347
,331.6652969913606,331.6652969913606
,,331.0259188365653
,,331.681418972777
,,332.9613816668827
,,333.60157504150595
,,332.9921042791185
