Actual,RNN_Predicted,LSTM_Predicted,ARIMA_Predicted,HW_Predicted
221.710007,214.59943,218.92108,332.3689187573934,381.3928780052062
225.610001,222.84378,219.30049,332.35576848944646,381.5520669163169
225.009995,230.9848,220.80104,332.3245225925918,381.7112558274275
220.679993,225.34525,222.53564,332.3061101284707,381.8704447385382
229.58000200000004,231.9307,223.57153,332.31820329953797,382.0296336496489
227.449997,229.42358,225.88074,332.34827787744797,382.18882256075955
231.789993,233.62578,227.78456,332.3665509519424,382.3480114718702
235.539993,225.531,230.15533,332.35546208382664,382.5072003829809
247.100006,241.92336,232.92033,332.3265281405546,382.6663892940916
245.869995,241.67722,237.40018,332.3084153146376,382.82557820520225
245.199997,253.5155,241.5156,332.31855070486256,382.9847671163129
242.809998,257.6707,244.9804,332.3463744824546,383.1439560274236
244.78999299999998,245.20184,247.28915,332.3643079079293,383.3031449385343
243.490005,258.8492,249.10847,332.35507708827953,383.46233384964495
246.60000599999998,241.36183,250.02727,332.3283332587173,383.6215227607556
240.619995,254.05212,250.88734,332.31059676434904,383.7807116718663
241.229996,248.27412,250.33582,332.31897005378636,383.939900582977
223.210007,254.49142,249.45709,332.34466386860316,384.0990894940876
228.699997,244.72601,245.26184,332.3621874397406,384.25827840519827
242.559998,232.26901,241.57452,332.3546264567051,384.41746731630894
242.13000499999998,246.31549,240.50452,332.3299530380167,384.5766562274196
240.869995,239.81827,240.19765,332.31265692321654,384.7358451385303
244.69000199999996,249.93872,240.28818,332.3194490570603,384.89503404964097
243.130005,240.29257,241.38869,332.34313135588434,385.05422296075164
233.029999,253.34431,242.50002,332.36018686379214,385.2134118718623
231.42999299999997,250.86119,241.89616,332.35412183907965,385.372600782973
237.720001,245.29536,240.6864,332.33140175141176,385.53178969408367
240.05000299999998,248.00426,240.36728,332.3145986918945,385.69097860519435
244.52999899999998,247.46962,240.60364,332.31997667928795,385.850167516305
244.740005,242.18672,241.80617,332.34176307410115,386.0093564274157
247.889999,242.44397,243.2427,332.35830308218124,386.16854533852637
256.959991,251.54425,245.23499,332.3535736802338,386.32773424963705
257.890015,268.7854,248.7363,332.33269287100234,386.48692316074766
259.75,262.24704,252.3842,332.3164253467519,386.6461120718584
261.970001,278.87042,256.04404,332.3205430428637,386.805300982969
256.950012,261.2298,259.58908,332.3405459442447,386.9644898940797
253.49999999999997,275.16275,261.65506,332.3565326578567,387.12367880519037
255.58000199999998,263.9656,262.30814,332.3529913132247,387.28286771630104
254.679993,267.36203,262.55417,332.3338390880231,387.4420566274117
299.679993,270.65347,262.16644,332.318140468698,387.6012455385224
328.130005,277.09827,269.3363,332.32113933725935,387.76043444963307
327.709991,295.21866,282.41223,332.3394676572578,387.91962336074374
316.220001,318.59607,295.9839,332.35487188195367,388.0788122718544
315.01001,318.33054,306.55487,332.3523830474222,388.2380011829651
314.920013,331.50232,314.71255,332.3348523352011,388.39719009407577
313.309998,330.97772,320.42526,332.3197478795341,388.55637900518644
317.470001,328.0969,323.59946,332.3217577335311,388.7155679162971
317.220001,326.89383,325.60114,332.3385166506717,388.87475682740774
326.579987,328.52945,326.1867,332.3533168339049,389.03394573851847
335.540009,316.9007,327.46304,332.35175625144666,389.1931346496291
337.140015,322.13394,329.88568,332.3357438110173,389.35232356073976
345.089996,332.2776,332.39703,332.3212515852369,389.51151247185044
349.929993,337.35498,336.03705,332.3223913039001,389.6707013829611
346.109985,353.66516,340.26355,332.3376820835487,389.8298902940718
349.350006,350.21094,343.36963,332.35186343490165,389.98907920518246
352.170013,360.9111,346.3208,332.35111743110855,390.14826811629314
349.98999,357.9518,349.0689,332.33652400546214,390.3074570274038
359.519989,366.20642,350.763,332.3226557256158,390.4666459385145
352.220001,351.76398,353.49695,332.32303394624927,390.62583484962516
354.829987,354.7102,354.47855,332.33695381011916,390.78502376073584
333.040009,353.0376,355.3173,332.35050749524953,390.9442126718465
336.339996,331.4069,351.736,332.3504723025172,391.1034015829572
328.920013,347.6059,348.0287,332.33720272692045,391.26259049406787
331.290009,332.0328,342.88364,332.32396452981834,391.42177940517854
329.940002,341.63586,338.38007,332.3236803133676,391.58096831628916
334.869995,335.36047,334.29498,332.3363223524556,391.74015722739983
336.200012,334.2137,331.92767,332.34924475612553,391.8993461385105
333.029999,335.99115,330.7861,332.3498258605292,392.0585350496212
330.369995,344.17783,329.93436,332.33778912986236,392.21772396073186
335.890015,334.43082,329.16266,332.32518227719083,392.37691287184253
339.529999,334.28476,329.73145,332.32432574676363,392.5361017829532
348.839996,344.058,331.33612,332.33577887248924,392.6952906940639
352.700012,343.85983,334.88202,332.34807092621514,392.85447960517456
359.679993,355.70862,339.30966,332.3491824427184,393.01366851628524
358.390015,356.00504,344.85873,332.3382917430533,393.1728574273959
381.5,357.36685,349.77588,332.32631326303215,393.3320463385066
378.98999,359.60706,358.11676,332.3249662148655,393.49123524961726
393.149994,371.17938,365.4411,332.335315143635,393.65042416072794
404.04000899999994,371.60327,374.2403,332.34698171367495,393.8096130718386
405.589996,388.66623,383.85956,332.34854578905134,393.96880198294923
419.220001,404.20367,392.39975,332.33871849803324,394.1279908940599
425.25,406.39975,401.74533,332.32736176880957,394.2871798051706
430.940002,415.27927,410.5284,332.32559825542216,394.44636871628126
430.380005,431.4442,418.56735,332.3349235222623,394.60555762739193
414.700012,414.87833,424.62106,332.345972853839,394.7647465385026
418.3299870000001,419.6214,425.78552,332.3479190974576,394.9239354496133
430.26001,411.08685,425.6286,332.33907675764624,395.08312436072396
443.01001,417.81644,426.38373,332.3283320364336,395.24231327183463
451.540009,424.7665,428.9826,332.326218921915,395.4015021829453
469.059998,438.53748,433.0415,332.334596919214,395.560691094056
492.14001500000006,435.70068,440.24146,332.3450401330572,395.71988000516666
481.339996,465.27524,451.59106,332.34730507548335,395.87906891627733
478.14999400000005,459.31705,460.37582,332.3393733444286,396.038257827388
524.859985,477.42084,466.99982,332.32922824621613,396.1974467384987
537.919983,485.3031,480.6389,332.32682573379145,396.3566356496093
518.5,509.8386,495.52997,332.3343287715514,396.51582456072003
513.48999,503.43295,504.8544,332.3441794090278,396.67501347183065
510.5,494.62143,510.3621,332.34670598821805,396.8342023829413
547.200012,499.81772,512.40546,332.33961456869304,396.993391294052
569.559998,504.48306,519.28357,332.33005449816295,397.1525802051627
572.200012,517.36725,529.3441,332.32741663033136,397.31176911627335
564.820007,537.53174,538.96625,332.3341130146765,397.47095802738403
558.02002,535.2922,545.6143,332.3433866279605,397.6301469384947
566.900024,550.241,548.88684,332.34612370268195,397.7893358496054
580.98999,543.0123,551.871,332.3398062561671,397.94852476071605
640.809998,553.7396,556.1228,332.3308147962769,398.10771367182673
650.570007,576.81055,571.2733,332.3279899279584,398.2669025829374
780.0,597.08575,587.95245,332.33394405496153,398.4260914940481
