HW_1Day,HW_5Day,HW_10Day
331.089182094234,331.089182094234,331.089182094234
,331.24837100534467,331.24837100534467
,331.40755991645534,331.40755991645534
,331.566748827566,331.566748827566
,331.7259377386767,331.7259377386767
,,331.88512664978737
,,332.04431556089804
,,332.20350447200866
,,332.36269338311934
,,332.52188229423
